text,label
"Plasma cell granuloma of the nasal cavity treated by radiation therapy. Plasma cell granuloma is a rare, benign tumor most commonly found in the lungs in patients younger than 30 years. Although presentation has been reported at a number of other anatomic sites, this report is the first of plasma cell granuloma of the nasal cavity. The tumor was initially resected, but progression was seen at 1-month follow-up. Because further surgery to completely eradicate the tumor would have been extensive and disfiguring, 40-Gy external beam radiation was given in 20 fractions using a three-field wedge technique. Most recent clinical follow-up at 27 months showed local control. Surgery remains the treatment of choice for plasma cell granuloma when the disease can be completely resected. However, irradiation can also be effective in patients with recurrent or inoperable local disease. ",0
"Loss of photosynthetic and chlororespiratory genes from the plastid genome of a parasitic flowering plant. Photosynthesis is the hallmark of plant life and is the only plastid metabolic process known to be controlled by plastid genes. The complete loss of photosynthetic ability, however, has occurred on several independent occasions in parasitic flowering plants. Some of these plants are known to lack chlorophyll and certain photosynthetic enzymes, but it is not known to what extent changes have occurred in the genes encoding the photosynthetic apparatus or whether the plants even maintain a plastid genome. Here we report that the nonphotosynthetic root parasite Epifagus virginiana has a plastid chromosome only 71 kilobases in size, far smaller than any previously characterized land plant plastid genome. The Epifagus plastid genome has lost most, if not all, of the 30 or more chloroplast genes for photosynthesis and most of a large family of plastid genes, the ndh genes, whose products may be involved in a plastid respiratory chain. The extensive changes in Epifagus plastid gene content must have occurred in a relatively short time (5-50 x 10(6) yr), because Striga asiatica, a related photosynthetic parasite, has a typical complement of chloroplast genes for photosynthesis and chlororespiration. The plastid genome of Epifagus has retained transcribed ribosomal RNA and ribosomal protein genes, suggesting that it expresses one or more gene products for plastid functions not related to photosynthesis. ",4
"Endoscopic ventricular fenestration using a ""saline torch"". The fiberoptic endoscope has never gained popularity among neurosurgeons although it is ideally suited for navigating within the cerebral ventricles. Recent advances in optics and miniaturization make the application of endoscopy in neurosurgery more practical. The authors report eight children who underwent ventriculoscopic fenestration of symptomatic loculated cerebrospinal fluid (CSF) collections. These CSF collections were either isolated ventricular cysts or trapped lateral ventricles secondary to obstruction at the foramen of Monro. Cyst wall dissection was carried out with a ""saline torch"" dissector which was introduced through a working channel in the ventriculoscope. The torch was used to coagulate vessels and to sculpt large windows in cyst walls or in the septum pellucidum. Ventriculoscope-guided cyst fenestration can be performed safely and easily under direct vision. The technique may permit simplification of shunt systems in some patients and elimination of shunts in others. ",2
"Characterization of a large deletion associated with a polymorphic block of repeated dinucleotides in the type III procollagen gene (COL3A1) of a patient with Ehlers-Danlos syndrome type IV. Ehlers-Danlos syndrome type IV (EDS IV) is an autosomal dominant condition characterized by extreme fragility of skin, blood vessels, intestine, gravid uterus, and lungs. The phenotype is accounted for by mutations affecting the integrity and/or synthesis of the precursor procollagen molecules of type III collagen. In this article, we report the elucidation of the molecular defect in an EDS IV patient whose type III collagen was previously found to be structurally abnormal. We utilized PCR in a two-step process involving first the localization of the mutation in the mRNA and then the characterization of the defect in the gene. The results established the patient's heterozygosity for a genomic deletion of about 7.5 kb which eliminates 1,026 nucleotides of coding sequences in the message. The mutation arose as a result of an exon-to-intron recombination. The deleted segment extends from the 13th nucleotide of exon 9 to within a DNA sequence of intron 24, which is composed of a series of dinucleotide repeats. Using PCR, we tested the polymorphic nature of this DNA element on several unrelated individuals. Analysis of amplified genomic products of 45 chromosomes recognized at least four distinct allelic forms that display frequencies ranging from 5% to 61%. Mendelian segregation of three of the four alleles was established by the same method in a 3-generation family. ",4
"Bronchial mucus hypersecretion in acute quadriplegia. Macromolecular yields and glycoconjugate composition. In acute quadriplegia we have noted that about one in five patients develops unexplained production of markedly excessive and tenacious bronchial mucus. Spontaneous recovery from mucus hypersecretion usually occurs within weeks to months. Mucus samples collected from 12 patients have been found to be abnormal. Macromolecular contents of single aspirates yielded as much as 500 mg. Analytical ultracentrifuge analysis showed the mucus to contain considerable epithelial glycoprotein (GP) of typical buoyant density; its amino acid and carbohydrate compositions were characteristic of the GP from hypersecretory bronchial mucus such as in chronic bronchitis and cystic fibrosis. In five patients studied after recovery from hypersecretion, there tended to be relatively less GP. The mucus samples contained a high density glycoconjugate (GC): this had sugars of GP but also reacted positively with a monoclonal antibody to keratan sulfate. Its amino acid composition was different from that of GP: threonine was lower and glycine was higher than in GP. In mucus from one patient who died, chondroitin sulfate ABC and hyaluronic acid were identified as well. This suggests proteoglycans are involved in the pathophysiology of mucus hypersecretion. The sudden onset and spontaneous recovery of hypersecretion suggests that it is not due to gland hypertrophy. We speculate that in acute quadriplegia it is due to disturbed neuronal control of bronchial mucus gland secretion, perhaps related to initial disappearance and later reappearance of peripheral sympathetic nervous system tone. ",4
"Biliary tract disease in rats with experimental small bowel bacterial overgrowth. Small bowel bacterial overgrowth, which develops in surgically created jejunal self-filling blind loops, is associated with hepatic injury in susceptible rat strains. The histological findings are portal tract inflammation and bile duct proliferation and destruction. In this study, evidence of injury to the extrahepatic and intrahepatic bile ducts in susceptible and resistant inbred rats with self-filling blind loops was determined by bile flow rates, histological appearance of cross-sections of bile ducts and cholangiography. Lewis and Wistar rats with self-filling blind loops had thickening of the cross-sectional area of the extrahepatic bile ducts compared with controls and nonsusceptible Buffalo rats (p less than 0.001). Daily metronidazole therapy significantly reduced thickening of bile ducts in Lewis and Wistar rats with self-filling blind loops. Bile flow was increased in Lewis and Wistar rats with blind loops compared with controls (p less than 0.05). Cholangiograms of Lewis and Wistar rats with self-filling blind loops demonstrated extrahepatic ductal dilatation and ectasia with irregular, beaded, rapidly tapering and tortuous intrahepatic ducts. Blinded cholangiographical scores of susceptible rat strains with self-filling blind loops were higher (score = 5.9 +/- 2.3) than those of controls (1.2 +/- 0.4), rats with blind loops treated with metronidazole (0.8 +/- 1.3) and nonsusceptible Buffalo rats with blind loops (0.6 +/- 0.9) (p less than 0.01). Biliary histological and cholangiographical abnormalities found in this rat model resemble features of primary sclerosing cholangitis. This animal model will be useful in exploring mechanisms of the association of hepatobiliary inflammation with intestinal injury and investigating potential therapeutic agents. ",1
"Herpes simplex keratitis in renal transplant patients. Five out of 430 patients (1.16%) undergoing kidney transplantation developed an atypical clinical picture of herpetic dendritic keratitis within four weeks after surgery. It was manifested by multiple dendrites, located mainly in the corneal periphery or the limbus, developing in relatively uninflamed eyes. The response to acyclovir therapy was prolonged and took at least three weeks. Additionally, subepithelial infiltrates with ultimate scarring developed in all patients. Disciform keratopathy was not found. This clinical course is ascribed to the patients' immunosuppressed state. ",4
"Effects of diltiazem on complications and restenosis after coronary angioplasty. A randomized, placebo-controlled, double-blinded trial was performed to evaluate the usefulness of empiric therapy with a calcium antagonist in patients who undergo coronary angioplasty. A total of 201 patients were randomized to placebo or to high-dose diltiazem (mean dose, 329 mg/day). Treatment began 24 hours before angioplasty. Restenosis was assessed by percent area stenosis as determined by quantitative angiographic techniques before, immediately and 1 year after angioplasty. All patients also received aspirin and dipyridamole before angioplasty. Heparin and verapamil were administered intravenously during the procedure. The 2 groups were similar with respect to age, extent of coronary artery disease, smoking history, and baseline lipid levels. Procedural complications, including death (1 vs 1), Q-wave infarction (0 vs 3), acute occlusion (5 vs 5) and focal spasm (0 vs 0), were not significantly different in the diltiazem and placebo patients, respectively. Freedom from all acute complications was noted in 85% of patients in both groups. One-year angiographic follow-up was obtained in 60% of patients. Restenosis rates were similar: 36% in the diltiazem group and 32% in the placebo group (p = 0.30). The incidence of late cardiac events (death, Q-wave myocardial infarction, recurrent angina or coronary bypass graft surgery) was similar in the 2 groups. Thus, diltiazem did not influence the overall restenosis rate or prevent late events after coronary angioplasty. ",3
"Tumor-associated neurological dysfunction prevented by lazaroids in rats. The efficacy of U-74006F and U-78517F in the treatment of blood-tumor barrier permeability and tumor-associated neurological dysfunction was evaluated in a brain-tumor model in rats. U-74006F is a 21-aminosteroid and U-78517F is a 2-methylamino chroman. Rats with stereotactically implanted Walker 256 tumors were treated with methylprednisolone, U-74006F, U-78517F, or vehicle (0.05 N HCl) on Days 6 through 10 following implantation. Neurological function and vascular permeability were assessed on Day 10. Methylprednisolone and U-74006F were equally effective at preventing neurological dysfunction compared to the control group (p less than 0.01); U-78517F was slightly less effective than U-74006F and methylprednisolone but was significantly better than vehicle in preventing neurological dysfunction. Delivery of methylprednisolone resulted in a significant decrease in tumor vascular permeability (p less than 0.006) while U-74006F and U-78517F had no effect on permeability. This suggests that U-74006F and U-78517F prevented tumor-associated neurological dysfunction by a mechanism other than decreasing permeability in tumor capillaries, and that U-74006F or U-78517F could prove useful in the treatment of brain tumors. ",0
"Detection of HTLV-I proviral sequences in CD30-positive large cell cutaneous T-cell lymphomas. To investigate the possibility that cutaneous T-cell lymphomas of large cell type may be associated with human T-cell leukemia/lymphoma virus type I infection in nonendemic regions, tissue samples from six cases of large cell cutaneous T-cell lymphoma and four cases of small cell cutaneous T-cell lymphoma were screened for the presence of integrated proviral human T-cell leukemia/lymphoma virus type I DNA. Combined use of Southern blot hybridization and enzymatic DNA amplification revealed human T-cell leukemia/lymphoma virus type I-specific sequences in all cases of large cell cutaneous T-cell lymphoma and in none of the cases of small cell cutaneous T-cell lymphoma. These results suggest that in nonendemic areas, a significant proportion of large cell cutaneous T-cell lymphoma cases are associated with human T-cell leukemia/lymphoma virus type I. ",0
"Improved survival with the use of adjuvant chemotherapy in the treatment of medulloblastoma. Between 1975 and 1989, 108 children with newly diagnosed medulloblastoma/primitive neuroectodermal tumor (MB/PNET) of the posterior fossa were treated at the authors' institution. The patients were managed uniformly, and treatment included aggressive surgical resections, postoperative staging evaluations for extent of disease, and craniospinal radiation therapy with a local boost. Beginning in 1983, children with MB/PNET were prospectively assigned to risk groups; those with ""standard-risk"" MB/PNET were treated with radiation therapy alone, while those in the ""poor-risk"" group received similar radiation therapy plus adjuvant chemotherapy with 1-(2-chloroethyl)-3-cyclohexyl-1-nitrosourea (CCNU), vincristine, and cisplatin. The 5-year actuarial disease-free survival rate for all patients treated between 1975 and 1982 was 68%, and 73% when patients who died within 2 weeks after operation were excluded. This survival rate was statistically better for patients treated after 1982 (82%) compared to those treated between 1975 and 1982 (49%) (p less than 0.004). There was no difference in disease-free survival rates over time for children with standard-risk factors; however, there was a significant difference in the 5-year survival rate for poor-risk patients treated prior to 1982 (35%) compared to those treated later (87%) (p less than 0.001). For the group as a whole, a younger age at diagnosis correlated with a poorer survival rate; however, this relationship between age and outcome was significant only for children treated before 1983 (p less than 0.001). These results demonstrated an encouraging survival rate for children with MB/PNET, especially those treated with aggressive surgical resection followed by both radiation therapy and chemotherapy. The results strongly suggest that chemotherapy has a role for some, and possibly all, children with MB/PNET. ",0
"Beneficial effect of 1,3-butanediol on cerebral energy metabolism and edema following brain embolization in rats. We assessed the effect of 1,3-butanediol on cerebral energy metabolism and edema after inducing multifocal brain infarcts in 108 rats by the intracarotid injection of 50-microns carbonized microspheres. An ethanol dimer that induces systemic ketosis, 25 mmol/kg i.p. butanediol was injected every 3 hours to produce a sustained increase in the plasma level of beta-hydroxybutyrate. Treatment significantly attenuated ischemia-induced metabolic changes by increasing the concentrations of phosphocreatine, adenosine triphosphate, and glycogen and by reducing the concentrations of pyruvate and lactate. Lactate concentration 2, 6, and 12 hours after embolization decreased by 13%, 44%, and 46%, respectively. Brain water content increased from 78.63% in six unembolized rats to 80.93% in 12 saline-treated and 79.57% in seven butanediol-treated rats 12 hours after embolization. (p less than 0.05). The decrease in water content was associated with significant decreases in the concentrations of sodium and chloride. The antiedema effect of butanediol could not be explained by an osmotic mechanism since equimolar doses of urea or ethanol were ineffective. Our results support the hypothesis that the beneficial effect of butanediol is mediated through cerebral utilization of ketone bodies arising from butanediol metabolism, reducing the rate of glycolysis and the deleterious accumulation of lactic acid during ischemia. ",2
"Blood transfusion and recurrence of colorectal cancer: the role of platelet derived growth factors. Efforts to explain the possible effects of blood transfusion on the recurrence of colorectal cancer have been based entirely on the immunosuppressive effects of blood transfusion. However, the relationship between solid tumour development and the immune system is inconclusive. We have investigated an alternative mechanism involving the potential role of growth factors in this phenomenon. Using a human fibroblast: [125I]deoxyuridine uptake mitogenesis assay, the relative amounts of growth factor in the plasma of stored blood were measured. There was a progressive increase in mitogenesis from day 0 (n = 6) to day 28 (n = 6; P less than 0.001, Mann-Whitney U test). The effect of growth factors on the development of liver and intraperitoneal metastases was studied in Hooded Lister rats. Following an intraportal injection of 10(5) MC28 tumour cells, the experimental group (n = 25) received 2 ml of syngeneic serum intravenously for 4 days. Likewise, colonic anastomoses were performed on omentectomized rats and the peritoneal cavity seeded with 10(3) cells. The experimental groups (n = 20) received either 2 ml serum intravenously repeatedly or 3 ml serum intraperitoneally (n = 19). There was no significant increase in liver metastases or peritoneal disease following intravenous infusion of serum but serum delivered intraperitoneally resulted in a significant increase in tumour from 22 per cent in the controls to 89 per cent in the study group (P less than 0.01). Growth factors released from platelets following blood loss into the peritoneal cavity may be important in enhancing local recurrence of colorectal cancer. ",4
Successful control of bleeding from gastric antral vascular ectasia (watermelon stomach) by laser photocoagulation. We report a case of gastric antral vascular ectasia in a patient with primary biliary cirrhosis in whom chronic blood loss was a major problem. She required repeated blood transfusions that were complicated by reactions and still had persistent anaemia. She was treated with laser phototherapy in the form of quadrantic photocoagulation with a neodynium yttrium-aluminium-garnet laser. This greatly improved the endoscopic appearance of the gastric lesions and effectively controlled blood loss. She required no further transfusions. Bleeding recurred after 11 months which was controlled by further laser photocoagulation. ,1
"Phase I clinical and pharmacologic study of intraperitoneal cisplatin and fluorouracil in patients with advanced intraabdominal cancer. Fluorouracil (5-FU) and cisplatin display marked therapeutic synergy in preclinical models and are effective in the treatment of a number of solid tumors when combined and administered intravenously (IV). Each drug has also been administered intraperitoneally (IP) and displays a favorable pharmacologic profile and acceptable clinical toxicity. We therefore undertook a phase I study to determine the feasibility and toxicity of combination IP chemotherapy with these agents. Thirty-one patients with histologically documented malignancy confined to the peritoneal space were treated with cisplatin 90 mg/m2 mixed with 5-FU in 2 L of lactated Ringer's solution and given IP for 4 hours every 28 days. Cohorts of at least three patients received starting 5-FU concentrations ranging from 5 mmol/L (1,300 mg in 2 L) to 20 mmol/L. The dose-limiting toxicity was neutropenia with a median granulocyte nadir of 156 cells per microliter occurring at a 5-FU dose of 20 mmol/L. Intrapatient escalation of the 5-FU dose was permitted and 15 cycles of chemotherapy were delivered at 5-FU concentrations greater than 20 mmol/L, the highest concentration being 30.7 mmol/L (8 g of 5-FU in 2L). Other toxicities included mild to moderate nausea during all cycles of therapy, vomiting in 54% of cycles, and diarrhea in 15% of cycles. Abdominal pain, renal dysfunction, peripheral neuropathy, and oral mucositis occurred infrequently and were not related to the 5-FU dose. Peritoneal fluid and plasma 5-FU concentrations were measured by high-performance liquid chromatography (HPLC) in selected patients. Mean peak plasma 5-FU concentrations ranged from 6.19 mumol/L to greater than 60 mumol/L, and peritoneal fluid to plasma 5-FU area under the curve (AUC) ratios ranged from 85 to 1,150. Nine of 15 patients with nonbulky disease had resolution of malignant ascites or at least a 50% reduction of peritoneal studding by tumor at repeat laparotomy. We conclude that combination IP chemotherapy with cisplatin and 5-FU is technically feasible and has acceptable clinical toxicity and a favorable pharmacologic profile. The recommended starting 5-FU dose for phase II trials is 3,900 mg mixed with 90 mg/m2 of cisplatin in 2 L of isotonic fluid. ",1
"Provision of gastrointestinal endoscopy and related services for a district general hospital. Working Party of the Clinical Services Committee of the British Society of Gastroenterology. (1) The number of endoscopic examinations performed is rising. Epidemiological data and the workload of well developed units show that annual requirements per head of population are approaching: Upper gastrointestinal 1 in 100 Flexible sigmoidoscopy 1 in 500 Colonoscopy 1 in 500 ERCP 1 in 2000 (2) Open access endoscopy to general practitioners is desirable and increasingly sought. For a district general hospital serving a population of 250,000, this workload entails about 3500 procedures annually, performed during 10 half day routine sessions plus emergency work. (3) High standards of training and experience are needed by all staff, who must work in purpose built accommodation designed to promote efficient and safe practice. (4) The endoscopy unit should be adjacent to day care facilities and near the x ray department. There should be easy access to wards. (5) An endoscopy unit needs at least two endoscopy rooms; a fully ventilated cleaning/disinfection area; rooms for patient reception, preparation, and recovery; and accommodation for administration, storage, and staff amenities. (6) The service should be consultant based. At least 10 clinical sessions are required, made up of six or more consultant sessions and two to four clinical assistant, hospital practitioner, or staff specialist sessions. Each consultant should be expected to commit at least two sessions weekly to endoscopy. Extra consultant sessions may be needed to provide an efficient service. (7) A specially trained nursing sister (grade G or H) and five other endoscopy nurses are needed to care for the patients; their work may be supplemented by care assistants. (8) A new post of endoscopy department assistant (analogous to an operating department assistant) is proposed to maintain and prepare instruments, and to give technical assistance during procedures. (9) A full time secretary should be employed. Records, appointments, and audit should be computer based. (10) ERCP needs the collaboration of an interventional radiologist working with high quality x ray equipment in a specially prepared radiology screening room. This facility may need to serve more than one hospital. (11) A gastrointestinal measurement laboratory can conveniently be combined with the endoscopy unit. In some hospitals one or more gastrointestinal measurement technicians may staff this laboratory. (12) An endoscopy unit is a service department analogous to a radiology department. It needs an annual budget. ",1
"Staging of ureteral transitional cell carcinoma by CT and MRI. Intravenous urography and retrograde pyelography are the primary radiologic studies for detecting ureteral carcinoma but give limited information regarding stage of disease. Computed tomography (CT) and magnetic resonance imaging (MRI) delineate the extent of ureteral carcinomas with a high degree of accuracy by depicting the periureteral fat and presence or absence of lymphadenopathy. In selected cases, CT and MRI are valuable for assessing the presence or absence of tumor in a ureteral stump and for the differential diagnosis of ureteral obstruction. Five cases of ureteral carcinoma and 2 cases of stump carcinoma are presented with preoperative CT and/or MRI evaluation and staging. ",0
"Increased uptake of bromodeoxyuridine by hepatocytes from early stage of primary biliary cirrhosis. The relationship between DNA synthesis activities of hepatocytes in biopsied specimens and liver volume was studied in various stages of primary biliary cirrhosis using an in vitro bromodeoxyuridine (a thymidine analogue)-anti-bromodeoxyuridine reaction and computed tomography. The mean bromodeoxyuridine (+/- SE) labeling index for 10 patients in an early histological stage (stage I, 4, and stage II, 6, 3.4% +/- 0.4%) of primary biliary cirrhosis was 17 times that for 6 control subjects (0.2% +/- 0.1%, P less than 0.001), and was significantly higher than that for 19 female patients with chronic aggressive hepatitis (0.9% +/- 0.2%, P less than 0.001), 14 compensated cirrhotic patients of viral origin (all female, 1.1% +/- 0.3%, P less than 0.01), and 5 patients with stage III primary biliary cirrhosis (0.5% +/- 0.1%, P less than 0.001). The mean (+/- SE) liver volume in the early stage of primary biliary cirrhosis (1225 +/- 40 cm3) was about 1.5 times that in control subjects (835 +/- 42 cm3, P less than 0.001). These results suggest that liver volume has already become large in the early stage of primary biliary cirrhosis perhaps because of markedly increased DNA synthesis in hepatocytes. ",1
"Symptom analysis of patients undergoing modified Pereyra bladder neck suspension for stress urinary incontinence. Pre- and postoperative findings. The results of a physician-directed follow-up of 145 women undergoing the modified Pereyra bladder neck suspension from March 1980 to February 1986 are presented. Median follow-up was 3.5 years (2.0-7.7); 70 percent of patients had follow-up between three and four years postoperatively. All patients had preoperative demonstration of stress incontinence as well as urodynamic evaluation. Fifty-one percent of patients reported no stress incontinence and 76 percent reported that their sense of urinary control was better, or much better at the time of follow-up. Improvement was seen in all grades of stress incontinence. Age, weight, parity, and history of prior anti-incontinence surgery had no significant impact on success rates. Although preoperative urgency symptoms were more common among failure (28% vs 15%), this association was not statistically significant. However, persistent or de novo urgency symptoms postoperatively were highly associated with postoperative incontinence (p less than 0.005). The onset of recurrent incontinence was experienced more than two years postoperatively in 23 percent of the incontinent group. ",4
"Coronary angioplasty in patients with severe left ventricular dysfunction. The applications for coronary angioplasty have greatly expanded and the procedure is now increasingly used in complex and potentially high risk conditions. This report describes the short- and long-term effects of coronary angioplasty in 61 patients with severely depressed left ventricular function (ejection fraction less than or equal to 35%) with unstable or refractory anginal symptoms, or both, in whom revascularization was necessary despite increased risk. In a retrospective analysis of 1,260 patients undergoing angioplasty between January 1985 through December 1987, 61 had an ejection fraction less than or equal to 35%. The common clinical presentation was unstable angina (70%) with or without recent myocardial infarction. Mean left ventricular ejection fraction was 27 +/- 6%. Forty-five patients (74%) had multivessel disease. Clinical success after angioplasty was achieved in 55 patients (90%). Major complications (death, infarction and emergency bypass surgery) occurred in five patients (8.2%), with death in two (3.2%). During long-term (mean 21 +/- 11 months) follow-up study of the 55 patients with successful angioplasty, 13 (23%) died, including 3 of noncardiac causes, and 11 (20%) had clinically symptomatic recurrence. Continued clinical success was present in 39 patients (71%), of whom 28 (51%) were event-free patients and 11 (20%) had clinical recurrence; a successful second angioplasty procedure was performed in 9 because of restenosis. Thus, in patients with depressed left ventricular function, coronary angioplasty can be performed with a short-term success rate comparable to that of routine angioplasty or surgical procedures. However, acute complications are more frequent and the late mortality rate is higher than in patients with less depressed function. ",3
"Raised urinary secretory IgA in chronic diarrhoea. Secretory IgA outputs in urine have been measured in 24 malnourished Gambian children who had been admitted to hospital with chronic diarrhoea and in 43 children from a rural Gambian village. Village children of poor nutritional state (less than or equal to 74% weight for age compared with the National Center for Health Statistics reference curve) had secretory IgA outputs that were only one third of those of better nourished individuals. In contrast, the patients with chronic diarrhoea had secretory IgA outputs that were significantly raised compared with village children, regardless of nutritional state. These results demonstrate that secretory IgA production in the urinary tract can be stimulated by intestinal disease, suggesting that malnourished children are able to mount a response to mucosal infection and supporting the hypothesis of a common secretory immune system. ",1
"Reflex sympathetic dystrophy syndrome: consensus report of an ad hoc committee of the American Association for Hand Surgery on the definition of reflex sympathetic dystrophy syndrome. This report proposes that reflex sympathetic dystrophy be defined as a pain syndrome in which the pain is accompanied by loss of function and evidence of autonomic dysfunction. In the clinical setting, this diagnosis is usually associated with other anatomic and psychological diagnoses and may be associated with a variety of systemic illnesses and medicolegal factors. All components should be assessed before a treatment plan is established. Priorities should go to emergency care, acute injuries, and systemic illness, psychiatric problems, and chronic anatomic problems, in that order. Early, accurate diagnosis improves prognosis. ",2
"Saccular aneurysms of the distal anterior cerebral artery. We report a series of 42 consecutive patients with aneurysms of the distal anterior cerebral artery (ACA). Of these, 36 patients had one aneurysm, 5 had two aneurysms, and one had three aneurysms. Thirty patients had a ruptured distal ACA aneurysm; among these patients, the size of the aneurysm was less than 5 mm in diameter in 20, 6 to 10 mm in 7, and larger than 11 mm in 3. Eighteen patients (42.9%) had multiple aneurysms, and distal ACA aneurysms were responsible for a subarachnoid hemorrhage in 10. Thirty-four patients underwent direct surgery, and 30 of these had excellent outcomes 3 months after surgery. The treatment of patients with distal ACA aneurysms is often technically difficult, because of their broad neck configuration and the coexistence of other aneurysms. Nevertheless, the present study emphasizes that distal ACA aneurysms tend to bleed, irrespective of their size, and that excellent outcomes are obtainable by direct surgery. ",4
"Assessment of middle-ear status during experimental otitis media using magnetic resonance imaging. Magnetic resonance imaging has proved to be a useful tool for in vivo imaging of a variety of tissues. In this study, magnetic resonance imaging was applied to the middle ear of experimental animals with otitis media. Results showed that the presence and distribution of effusion within the middle-ear space could be readily determined. Moreover, following injection of gadolinium-diethylenetriaminepentaacetic acid, a contrast agent, the inflamed middle-ear mucosa could be resolved. A comparison between magnetic resonance imaging and tympanometry with respect to the diagnosis of effusion showed that negative pressure tympanograms were equivocal (50% effusion) and that flat or normal tympanograms were in error in approximately 20% of the observations. These data document a role for magnetic resonance imaging in in vivo studies of the pathogenesis of otitis media with effusion. ",4
Neonatal hepatitis and extrahepatic biliary atresia associated with cytomegalovirus infection in twins. Prenatally acquired cytomegalovirus infection in twins was temporally associated with a discordant development of neonatal hepatitis and extrahepatic biliary atresia. This case presents evidence suggesting an association between perinatal cytomegalovirus infection and selected extrahepatic biliary atresia and neonatal hepatitis. Congenital cytomegalovirus infections and cytomegalovirus hepatitis are also discussed. ,4
"Liver transplantation: MR angiography with surgical validation. Thirty patients (mean age, 45 years) were evaluated with magnetic resonance (MR) angiography before liver transplantation to assess the accuracy of MR angiography. A series of breath-hold, two-dimensional images were acquired and subsequently processed to form three-dimensional projection angiograms. Graphic information on blood flow in the portal vein was acquired by using presaturation bolus tracking. Correlative duplex ultrasound (US) was performed in 28 patients, and surgical or autopsy correlation was available in all cases. MR angiography demonstrated patency of the portal vein in 26 (96%) of 27 patients, made possible the diagnosis of portal venous occlusion in three of three patients, depicted reversed portal flow in one patient, and provided clear delineation of the extent of varices and specific portosystemic collateral vessels. When duplex US was successful, there was full agreement with MR angiographic results in assessing portal vein patency and flow direction. All of the MR findings were corroborated at surgical exploration or autopsy. The authors conclude that MR angiography is very accurate in the portal system and is valuable in preoperative assessment for liver transplantation. ",3
"Rupture of a giant carotid aneurysm after extracranial-to-intracranial bypass surgery. We report a case of a fatal rupture of a previously unruptured giant aneurysm of the bifurcation of the internal carotid artery (ICA), which occurred after an extracranial-intracranial (EC-IC) bypass and the partial occlusion of the ICA. Interim angiography showed retrograde filling of the proximal middle cerebral artery to the aneurysm. There have been four previously reported cases of giant aneurysms rupturing after treatment with an EC-IC bypass and carotid ligation, and it appears likely that a change in pressure/flow dynamics produced by the bypass may have been the cause. The technique of carotid ligation with an EC-IC bypass is used frequently to treat unclippable intracranial aneurysms, and the resulting hemodynamic changes need to be considered carefully to prevent this type of complication. To minimize hemodynamic stress on the aneurysm, we suggest that 1) the bypass caliber should be as small as possible consistent with sufficient cerebral blood flow after ICA occlusion, and 2) complete ICA occlusion should be performed as soon as possible after the bypass. ",3
"Quantification of midline shift as a predictor of poor outcome following head injury. A retrospective study of patient outcome, based on admission computed tomography, was carried out in 75 consecutive patients with head injury. Computed tomography data collected included the type and extent of intracranial hemorrhage, the extent of midline shift, and the ratio of midline shift compared with the extent of intracranial hemorrhage. Midline shift was considered to be out of proportion to intracranial hemorrhage when the midline shift of the septum pellucidum exceeded the extent of the hemorrhage as measured radially from the inner table of the skull. When computed tomography data were analyzed by logistic regression, significant predictive factors for poor outcome were intracranial hemorrhage (34%), intracranial hemorrhage with midline shift (61%), and midline shift out of proportion to the extent of intracranial hemorrhage (88%). When patient outcome and mortality rates are considered, our study indicates that midline shift out of proportion to the extent of intracranial hemorrhage is a highly useful predictor of poor patient outcome following head injury. ",4
Accidental death from a black-powder rifle breech plug. Authentic black-powder muzzle-loader weapons and replicas are used today primarily for hunting game such as deer and hogs. The following is a case presentation of accidental death from cerebral trauma caused by a .45-caliber black-powder-rifle breech plug implanting in the victim's brain. ,2
"A,B blood group antigens in tissues of AB heterozygotes. Emphasis on normal and neoplastic urothelium. The tissue distribution of the A and B blood group antigens was studied in 41 individuals with the heterozygous AB red blood cell (RBC) phenotype. A total of 134 biopsies from a variety of normal tissues (94 from urothelium and 40 from other tissues) were examined. In addition, changes in the expression of these antigens associated with neoplastic transformation were evaluated in 70 biopsies from transitional cell carcinomas of 19 AB heterozygous patients. There was heterogeneity in the distribution of tissue A and B antigens, depending on the cell type, as well as among cells of the same type. Ninety-one percent of AB heterozygotes expressed both A and B antigens in normal epithelial cells, with a mosaic distribution clearly apparent in 50% of these individuals. In 21% of these subjects, the A antigen was undetectable in the vascular endothelial cells in all biopsies from several organs. In most (79%) transitional cell neoplasms, only one of the two antigens was consistently expressed. The results of this study may have implications for the clonal or specific gene deletion theories of neoplasia. They also demonstrate the existence of a subgroup of AB individuals in whom the A antigen is absent specifically from the vascular endothelium. ",0
